SeqName: ORFS:ptns	Description hits against Uniprotkb Nematodes	Length	#Hits	e-Value	sim mean										
comp43732_c0_seq1|m.64506	tr:u6ptj2_haecou6ptj2 protein os=haemonchus contortus gn=hcoi_01797700 pe=4 sv=1	122	9	1.8E-25	60.22%										
comp4373_c0_seq1|m.3893	tr:a0a0d8xmw2_dicvia0a0d8xmw2 tyrosine-protein kinase os=dictyocaulus viviparus gn=dicviv_08810 pe=3 sv=1	122	20	4.8E-59	86.15%										
comp4373_c0_seq2|m.3894	tr:a0a0d8xmw2_dicvia0a0d8xmw2 tyrosine-protein kinase os=dictyocaulus viviparus gn=dicviv_08810 pe=3 sv=1	354	20	3.2E-164	79.9%										
comp43770_c0_seq1|m.64507	tr:u6nw24_haecou6nw24 bardet-biedl syndrome 7 protein os=haemonchus contortus gn=hcoi_00752400 pe=4 sv=1	111	20	1.4E-53	79.25%										
comp43777_c0_seq1|m.64508	tr:w2tyv9_necamw2tyv9 f-box domain protein os=necator americanus gn=necame_01350 pe=4 sv=1	113	5	7.2E-50	83.4%										
comp4377_c0_seq1|m.3898	---NA---	148	0	-	-										
comp4377_c0_seq1|m.3897	tr:u6p6a1_haecou6p6a1 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_295 os=haemonchus contortus gn=hcoi_01167300 pe=4 sv=1	475	8	3.9E-107	60.5%										
comp4378_c0_seq1|m.3899	tr:a0a0d8xqp8_dicvia0a0d8xqp8 tyrosine-protein kinase os=dictyocaulus viviparus gn=dicviv_06918 pe=3 sv=1	389	20	8.5E-174	81.3%										
comp4379_c0_seq1|m.3900	tr:u6pel3_haecou6pel3 protein perm-5 os=haemonchus contortus gn=hcoi_01516000 pe=4 sv=1	469	20	0.0E0	73.95%										
comp4380_c0_seq1|m.3901	tr:a8xvb0_caebra8xvb0 protein cbr-mdf-1 os=caenorhabditis briggsae gn=mdf-1 pe=4 sv=1	273	13	1.9E-72	62.85%										
comp4380_c0_seq2|m.3902	tr:u6p8w6_haecou6p8w6 viral a-type inclusion protein os=haemonchus contortus gn=hcoi_01270800 pe=4 sv=1	696	20	0.0E0	62.4%										
comp43822_c0_seq1|m.64509	tr:a0a0d8x5y4_dicvia0a0d8x5y4 astacin os=dictyocaulus viviparus gn=dicviv_14195 pe=4 sv=1	144	20	4.0E-47	70.65%										
comp43824_c0_seq1|m.64510	TR:A0A0K0CT38_ANGCAA0A0K0CT38 Uncharacterized protein OS=Angiostrongylus cantonensis PE=4 SV=1	166	2	7.3E-94	74%										
comp4383_c0_seq1|m.3904	tr:u6p7l6_haecou6p7l6 phosphoinositide phospholipase c os=haemonchus contortus gn=hcoi_01222800 pe=4 sv=1	519	20	0.0E0	80.1%										
comp43848_c0_seq1|m.64512	tr:u6pa50_haecou6pa50 zinc finger and fibronectin and spla ryanodine receptor spry domain containing protein os=haemonchus contortus gn=hcoi_01332800 pe=4 sv=1	157	20	2.1E-86	91.45%										
comp43851_c0_seq1|m.64513	tr:w2t347_necamw2t347 ligand-gated ion channel os=necator americanus gn=necame_03471 pe=4 sv=1	104	20	3.0E-46	92.65%										
comp4385_c0_seq1|m.3907	tr:u6nyb3_haecou6nyb3 cbr-pqn-22 protein os=haemonchus contortus gn=hcoi_00584500 pe=4 sv=1	432	20	2.3E-109	61.95%										
comp43868_c0_seq1|m.64514	TR:A0A0K0D1L5_ANGCAA0A0K0D1L5 Uncharacterized protein OS=Angiostrongylus cantonensis PE=4 SV=1	110	1	2.0E-38	80%										
comp4386_c0_seq1|m.3908	tr:a0a0d6m5v5_9bilaa0a0d6m5v5 c2 domain protein os=ancylostoma ceylanicum gn=anccey_01447 pe=4 sv=1	401	20	0.0E0	77.05%										
comp4386_c0_seq2|m.3910	tr:a0a0d6m5v5_9bilaa0a0d6m5v5 c2 domain protein os=ancylostoma ceylanicum gn=anccey_01447 pe=4 sv=1	777	20	0.0E0	73.05%										
comp4387_c0_seq1|m.3911	tr:o45500_caeelo45500 os=caenorhabditis elegans gn= pe=4 sv=2	477	20	0.0E0	81.45%										
comp4387_c0_seq2|m.3913	tr:o45500_caeelo45500 os=caenorhabditis elegans gn= pe=4 sv=2	566	20	0.0E0	81.95%										
comp43889_c0_seq1|m.64515	tr:u6pm15_haecou6pm15 protein os=haemonchus contortus gn=hcoi_01690900 pe=4 sv=1	143	20	9.5E-62	74%										
comp4388_c0_seq1|m.3915	tr:a0a0d8xyv9_dicvia0a0d8xyv9 methionine-r-sulfoxide reductase os=dictyocaulus viviparus gn=dicviv_04914 pe=4 sv=1	190	20	2.4E-73	81.9%										
comp43893_c0_seq1|m.64516	---NA---	109	0	-	-										
comp43903_c0_seq1|m.64517	tr:a8xbd0_caebra8xbd0 protein cbg10559 os=caenorhabditis briggsae gn=cbg10559 pe=4 sv=1	129	19	6.8E-53	83.11%										
comp4392_c0_seq2|m.3918	tr:u6nr73_haecou6nr73 acyl- thioesterase domain containing protein os=haemonchus contortus gn=hcoi_00503100 pe=4 sv=1	312	20	2.1E-155	78.95%										
comp43937_c0_seq1|m.64518	tr:u6npd2_haecou6npd2 protein isoform b os=haemonchus contortus gn=hcoi_00226700 pe=4 sv=1	118	19	9.7E-40	62%										
comp4395_c0_seq1|m.3924	tr:a0a0d8xc17_dicvia0a0d8xc17 lim domain protein os=dictyocaulus viviparus gn=dicviv_12732 pe=4 sv=1	114	20	3.5E-40	65.35%										
comp4395_c0_seq2|m.3925	tr:a0a0d8xc17_dicvia0a0d8xc17 lim domain protein os=dictyocaulus viviparus gn=dicviv_12732 pe=4 sv=1	133	20	2.0E-59	65.8%										
comp43989_c0_seq1|m.64519	tr:w2skz0_necamw2skz0 abc atp-binding protein os=necator americanus gn=necame_14853 pe=4 sv=1	127	20	6.4E-67	81.2%										
comp4398_c0_seq1|m.3930	tr:a0a0d8xef4_dicvia0a0d8xef4 zn-finger in ran binding protein os=dictyocaulus viviparus gn=dicviv_13240 pe=4 sv=1	186	19	4.6E-54	74.26%										
comp4398_c0_seq2|m.3931	tr:a0a0d8xef4_dicvia0a0d8xef4 zn-finger in ran binding protein os=dictyocaulus viviparus gn=dicviv_13240 pe=4 sv=1	184	20	5.3E-81	81.6%										
comp4399_c0_seq2|m.3936	---NA---	105	0	-	-										
comp4399_c0_seq2|m.3934	tr:u6pj99_haecou6pj99 acyltransferase 3 domain containing protein os=haemonchus contortus gn=hcoi_01550300 pe=4 sv=1	548	20	0.0E0	82.05%										
comp44008_c0_seq1|m.64520	---NA---	99	0	-	-										
comp4400_c0_seq1|m.3937	tr:u6nrf0_haecou6nrf0 sterile alpha motif homology 2 and rna recognition motif domain containing protein os=haemonchus contortus gn=hcoi_00511400 pe=4 sv=1	216	20	7.1E-69	73.55%										
comp44024_c0_seq1|m.64521	tr:a0a0d8xtd5_dicvia0a0d8xtd5 beta-lactamase os=dictyocaulus viviparus gn=dicviv_06000 pe=4 sv=1	116	20	3.3E-60	91.85%										
comp4403_c0_seq1|m.3940	tr:u6nvc5_haecou6nvc5 aminotransferase domain containing protein os=haemonchus contortus gn=hcoi_00641500 pe=3 sv=1	410	20	0.0E0	86.25%										
comp44045_c0_seq1|m.64523	tr:u6nwy3_haecou6nwy3 trp homologous cation channel os=haemonchus contortus gn=hcoi_00528600 pe=4 sv=1	118	20	5.0E-65	80.15%										
comp44063_c0_seq1|m.64524	tr:a0a016s6e7_9bilaa0a016s6e7 transgelin os=ancylostoma ceylanicum gn= pe=3 sv=1	115	20	2.4E-49	81.95%										
comp44078_c0_seq1|m.64526	tr:a0a0d6luw4_9bilaa0a0d6luw4 amine oxidase os=ancylostoma ceylanicum gn=anccey_07042 pe=4 sv=1	112	7	4.3E-30	67.29%										
comp44094_c0_seq1|m.64527	tr:f1kq88_ascsuf1kq88 myosin-4 os=ascaris suum pe=2 sv=1	105	20	1.4E-55	97.5%										
comp4409_c0_seq1|m.3950	tr:u6nw72_haecou6nw72 homeobox domain containing protein os=haemonchus contortus gn=hcoi_00637900 pe=4 sv=1	456	20	0.0E0	81.3%										
comp4410_c0_seq2|m.3952	tr:u6pvn9_haecou6pvn9 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_892 os=haemonchus contortus gn=hcoi_02145900 pe=4 sv=1	326	20	1.7E-133	66.6%										
comp44110_c0_seq1|m.64528	tr:a0a0d6l6h5_9bilaa0a0d6l6h5 dtdp-glucose -dehydratase os=ancylostoma ceylanicum gn=anccey_13901 pe=4 sv=1	150	20	8.4E-70	82.05%										
comp44132_c0_seq1|m.64529	tr:u6pj96_haecou6pj96 tyrosine protein kinase domain containing protein os=haemonchus contortus gn=hcoi_01316600 pe=3 sv=1	109	20	4.3E-62	73.5%										
comp4413_c0_seq1|m.3954	tr:u6p5y7_haecou6p5y7 ww rsp5 wwp domain containing protein os=haemonchus contortus gn=hcoi_00935600 pe=4 sv=1	413	20	2.9E-76	54.7%										
comp4413_c0_seq2|m.3955	tr:u6p5y7_haecou6p5y7 ww rsp5 wwp domain containing protein os=haemonchus contortus gn=hcoi_00935600 pe=4 sv=1	329	20	6.8E-66	56.85%										
comp4414_c0_seq2|m.3958	tr:a0a0d8y1d7_dicvia0a0d8y1d7 dead deah box helicase os=dictyocaulus viviparus gn=dicviv_04038 pe=3 sv=1	765	20	0.0E0	80.75%										
comp4415_c0_seq1|m.3963	tr:w6ng10_haecow6ng10 polypeptide n-acetylgalactosaminyltransferase os=haemonchus contortus gn=hcoi_01765500 pe=3 sv=1	572	20	0.0E0	76.95%										
comp44177_c0_seq1|m.64530	tr:u6nkj3_haecou6nkj3 dbl homology domain containing protein os=haemonchus contortus gn=hcoi_00144700 pe=4 sv=1	161	16	1.2E-59	66.56%										
comp4419_c0_seq1|m.3974	TR:A0A016SYB8_9BILAA0A016SYB8 Uncharacterized protein OS=Ancylostoma ceylanicum GN=Acey_s0160.g3360 PE=4 SV=1	164	4	1.8E-39	66.75%										
comp4419_c0_seq2|m.3975	TR:A0A016SYB8_9BILAA0A016SYB8 Uncharacterized protein OS=Ancylostoma ceylanicum GN=Acey_s0160.g3360 PE=4 SV=1	150	4	6.7E-39	64.75%										
comp44209_c0_seq1|m.64531	tr:f1l320_ascsuf1l320 thioredoxin domain-containing protein os=ascaris suum pe=2 sv=1	183	20	7.2E-61	81.35%										
comp44219_c0_seq1|m.64532	tr:u6nr68_haecou6nr68 briggsae cbr-dgk-5 protein os=haemonchus contortus gn=hcoi_00570300 pe=4 sv=1	101	19	5.5E-18	74.63%										
comp44242_c0_seq1|m.64534	tr:a8wrz5_caebra8wrz5 protein cbg02099 os=caenorhabditis briggsae gn=cbg02099 pe=4 sv=2	156	9	4.3E-44	76.11%										
comp4424_c0_seq1|m.3979	tr:u6pcc5_haecou6pcc5 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_401 os=haemonchus contortus gn=hcoi_01473500 pe=4 sv=1	230	3	1.9E-46	73.67%										
comp44253_c0_seq1|m.64535	tr:a0a0d6mal3_9bilaa0a0d6mal3 immunoglobulin i-set domain protein os=ancylostoma ceylanicum gn=anccey_01215 pe=4 sv=1	104	20	1.5E-37	70.7%										
comp4425_c0_seq1|m.3981	tr:w6nd13_haecow6nd13 serine threonine protein kinase-related domain containing protein os=haemonchus contortus gn=hcoi_01365700 pe=3 sv=1	502	20	0.0E0	70.35%										
comp44267_c0_seq1|m.64536	tr:a0a0d8y1h9_dicvia0a0d8y1h9 ferm protein os=dictyocaulus viviparus gn=dicviv_03818 pe=4 sv=1	119	20	7.5E-47	67.05%										
comp4426_c0_seq2|m.3983	tr:a0a0b1t2y9_oesdea0a0b1t2y9 matrixin os=oesophagostomum dentatum gn=oesden_10413 pe=4 sv=1	242	20	7.9E-87	71.2%										
comp4428_c0_seq1|m.3985	tr:u6pd81_haecou6pd81 uncharacterised protein family upf0171 domain containing protein os=haemonchus contortus gn=hcoi_01206200 pe=4 sv=1	543	20	0.0E0	80.7%										
comp4428_c0_seq2|m.3987	tr:u6pd81_haecou6pd81 uncharacterised protein family upf0171 domain containing protein os=haemonchus contortus gn=hcoi_01206200 pe=4 sv=1	109	7	3.2E-21	83.57%										
comp44292_c0_seq1|m.64538	tr:a0a0c2gik2_9bilaa0a0c2gik2 cub domain protein os=ancylostoma duodenale gn=ancduo_08710 pe=4 sv=1	101	20	4.2E-51	78.4%										
comp44294_c0_seq1|m.64539	tr:w6nct5_haecow6nct5 egf and immunoglobulin and fibronectin and immunoglobulin i-set domain containing protein os=haemonchus contortus gn=hcoi_01285400 pe=4 sv=1	129	20	9.7E-59	84.2%										
comp44314_c0_seq1|m.64540	tr:a0a0d8xa37_dicvia0a0d8xa37 calcium-transporting atpase os=dictyocaulus viviparus gn=dicviv_12570 pe=3 sv=1	162	20	2.4E-91	96.65%										
comp44318_c0_seq1|m.64541	tr:w2t6w9_necamw2t6w9 neurotransmitter-gated ion-channel ligand binding domain protein os=necator americanus gn=necame_03330 pe=4 sv=1	143	20	3.0E-73	70.75%										
comp4431_c0_seq1|m.3989	tr:a8pm45_brumaa8pm45 bm10184 os=brugia malayi gn=bm1_05375 pe=4 sv=1	243	20	7.6E-86	63.45%										
comp44335_c0_seq1|m.64542	---NA---	112	0	-	-										
comp44345_c0_seq1|m.64543	tr:a0a0b1tgt8_oesdea0a0b1tgt8 nhl repeat protein os=oesophagostomum dentatum gn=oesden_03280 pe=4 sv=1	149	20	6.4E-51	66.15%										
comp4436_c0_seq1|m.3993	tr:w2ttj1_necamw2ttj1 atp-dependent metallopeptidase os=necator americanus gn=necame_01587 pe=3 sv=1	218	20	2.5E-82	71.6%										
comp4438_c0_seq1|m.3994	tr:a0a0d8yca5_dicvia0a0d8yca5 glutamine beta-grasp domain protein os=dictyocaulus viviparus gn=dicviv_01656 pe=3 sv=1	176	20	3.4E-73	86.65%										
comp4439_c0_seq2|m.3997	tr:a0a0b1tdv6_oesdea0a0b1tdv6 glutamate carrier 1 os=oesophagostomum dentatum gn=oesden_05778 pe=3 sv=1	205	20	1.1E-77	84.25%										
comp4440_c0_seq1|m.3998	tr:a0a0d8xqv8_dicvia0a0d8xqv8 trna pseudouridine synthase a os=dictyocaulus viviparus gn=dicviv_07026 pe=3 sv=1	145	20	2.5E-68	86.65%										
comp44417_c0_seq1|m.64545	---NA---	102	0	-	-										
comp44425_c0_seq1|m.64546	tr:a0a0d6m9a3_9bilaa0a0d6m9a3 ankyrin repeat protein os=ancylostoma ceylanicum gn=anccey_01873 pe=4 sv=1	200	8	9.0E-37	60.63%										
comp44445_c0_seq1|m.64547	tr:u6np67_haecou6np67 ras-association and myosin head and iq calmodulin-binding region and protein kinase c domain containing protein os=haemonchus contortus gn=hcoi_00327500 pe=4 sv=1	200	20	6.7E-111	92.05%										
comp4444_c0_seq1|m.4002	tr:w2tsv0_necamw2tsv0 molybdenum cofactor synthesis domain protein os=necator americanus gn=necame_07017 pe=4 sv=1	131	20	7.1E-37	62.05%										
comp4445_c0_seq1|m.4004	tr:w2t2z6_necamw2t2z6 brca1 protein os=necator americanus gn=necame_12038 pe=4 sv=1	264	20	2.9E-99	53.5%										
comp4445_c0_seq1|m.4003	tr:a0a0d8x9m2_dicvia0a0d8x9m2 brca1 protein os=dictyocaulus viviparus gn=dicviv_12769 pe=4 sv=1	391	20	1.0E-94	57.5%										
comp4445_c0_seq2|m.4005	tr:a0a0d8x9m2_dicvia0a0d8x9m2 brca1 protein os=dictyocaulus viviparus gn=dicviv_12769 pe=4 sv=1	634	20	2.5E-99	57.1%										
comp4449_c0_seq1|m.4008	tr:u1nyk7_ascsuu1nyk7 2-aminoethanethiol dioxygenase os=ascaris suum gn=asu_01957 pe=4 sv=1	214	20	1.5E-86	59.6%										
comp44511_c0_seq1|m.64550	tr:u6ppa2_haecou6ppa2 low quality protein: histone-lysine os=haemonchus contortus gn=hcoi_01906100 pe=4 sv=1	110	20	8.9E-10	55.1%										
comp44534_c0_seq1|m.64552	tr:u6pqc2_haecou6pqc2 zinc finger domain containing protein os=haemonchus contortus gn=hcoi_01803000 pe=4 sv=1	189	20	4.1E-97	89.55%										
comp4454_c0_seq1|m.4011	tr:a0a0d8xbd5_dicvia0a0d8xbd5 leucine rich repeat-containing domain protein os=dictyocaulus viviparus gn=dicviv_13069 pe=4 sv=1	268	20	2.3E-115	63.7%										
comp4454_c0_seq2|m.4012	tr:a0a0d8xbd5_dicvia0a0d8xbd5 leucine rich repeat-containing domain protein os=dictyocaulus viviparus gn=dicviv_13069 pe=4 sv=1	437	20	0.0E0	65.35%										
comp4455_c0_seq1|m.4013	tr:w2sye4_necamw2sye4 innexin os=necator americanus gn=inx pe=3 sv=1	366	20	3.4E-180	72.6%										
comp4455_c0_seq2|m.4014	tr:w2sye4_necamw2sye4 innexin os=necator americanus gn=inx pe=3 sv=1	391	20	0.0E0	72.15%										
comp44560_c0_seq1|m.64555	tr:a8xpn7_caebra8xpn7 protein cbg16715 os=caenorhabditis briggsae gn=cbg16715 pe=4 sv=1	150	20	8.1E-26	51%										
comp44567_c0_seq1|m.64558	tr:a0a0d8y1u7_dicvia0a0d8y1u7 metalloendopeptidase os=dictyocaulus viviparus gn=dicviv_03180 pe=3 sv=1	116	20	3.3E-53	73.1%										
comp4456_c0_seq1|m.4015	tr:u6nfv1_haecou6nfv1 exocyst complex component sec6 domain containing protein os=haemonchus contortus gn=hcoi_00088200 pe=4 sv=1	482	20	0.0E0	80.95%										
comp44573_c0_seq1|m.64559	tr:u6p8f0_haecou6p8f0 caenorhabditis elegans ly-6-related domain containing protein os=haemonchus contortus gn=hcoi_01315100 pe=4 sv=1	126	20	4.3E-66	91.85%										
comp4457_c0_seq2|m.4016	tr:a0a0d8xn44_dicvia0a0d8xn44 pci domain protein os=dictyocaulus viviparus gn=dicviv_08740 pe=4 sv=1	149	20	1.3E-52	86.95%										
comp44583_c0_seq1|m.64560	tr:a9p744_haecoa9p744 latrophilin-like protein 2 os=haemonchus contortus pe=2 sv=1	153	20	1.6E-69	83.2%										
comp4458_c0_seq1|m.4017	---NA---	121	0	-	-										
comp4458_c0_seq2|m.4018	---NA---	119	0	-	-										
comp44595_c0_seq1|m.64562	tr:u6p737_haecou6p737 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_2813 os=haemonchus contortus gn=hcoi_00978700 pe=4 sv=1	131	3	4.0E-8	60%										
comp4459_c0_seq2|m.4019	tr:u6nzn0_haecou6nzn0 fad-dependent pyridine nucleotide-disulphide oxidoreductase domain containing protein os=haemonchus contortus gn=hcoi_00696900 pe=4 sv=1	426	20	0.0E0	76.35%										
comp4462_c0_seq1|m.4023	TR:A0A0K0CWM1_ANGCAA0A0K0CWM1 Uncharacterized protein OS=Angiostrongylus cantonensis PE=4 SV=1	151	1	6.1E-15	100%										
comp4462_c0_seq1|m.4022	tr:u6q0v2_haecou6q0v2 cbn-wrm-1 protein os=haemonchus contortus gn=hcoi_00045400 pe=4 sv=1	715	20	0.0E0	72%										
comp44636_c0_seq1|m.64564	tr:w6ndm0_haecow6ndm0 protein isoform a os=haemonchus contortus gn=hcoi_00468400 pe=4 sv=1	123	20	3.0E-56	77.25%										
comp4466_c0_seq2|m.4029	tr:u6p201_haecou6p201 actin actin domain containing protein os=haemonchus contortus gn=hcoi_00869000 pe=3 sv=1	448	20	0.0E0	86%										
comp44679_c0_seq1|m.64566	TR:A0A0K0CWN6_ANGCAA0A0K0CWN6 Uncharacterized protein OS=Angiostrongylus cantonensis PE=4 SV=1	108	3	1.4E-50	85%										
comp44688_c0_seq1|m.64567	tr:a0a0d6ln15_9bilaa0a0d6ln15 7 transmembrane receptor os=ancylostoma ceylanicum gn=anccey_07649 pe=4 sv=1	119	20	1.0E-38	66.5%										
comp44690_c0_seq1|m.64568	tr:w6n931_haecow6n931 wgs project cavp0000000 strain ise inbred contig hcontortus_contig_pathogens_hcontortus_scaffold_1269 os=haemonchus contortus gn=hcoi_00131600 pe=3 sv=1	112	20	6.1E-22	60.85%										
comp4470_c0_seq1|m.4033	tr:a0a0c2cwz9_9bilaa0a0c2cwz9 smc protein flexible hinge domain protein os=ancylostoma duodenale gn=ancduo_15503 pe=4 sv=1	419	20	0.0E0	82.7%										
comp44725_c0_seq1|m.64569	tr:a0a0d8y8i2_dicvia0a0d8y8i2 help domain protein os=dictyocaulus viviparus gn=dicviv_01481 pe=4 sv=1	107	20	5.5E-37	70.7%										
comp44732_c0_seq1|m.64570	tr:a0a016v2m9_9bilaa0a016v2m9 receptor protein-tyrosine kinase os=ancylostoma ceylanicum gn= pe=3 sv=1	154	20	1.1E-77	71.5%										
comp44750_c0_seq1|m.64571	tr:a0a0d8xhs2_dicvia0a0d8xhs2 immunoglobulin i-set domain protein os=dictyocaulus viviparus gn=dicviv_12138 pe=4 sv=1	128	10	9.0E-69	64.8%										
comp44753_c0_seq1|m.64572	tr:u6p356_haecou6p356 fibronectin domain containing protein os=haemonchus contortus gn=hcoi_00913800 pe=4 sv=1	154	20	1.6E-56	75.1%										
comp44762_c0_seq1|m.64574	tr:e3n746_caeree3n746 cre-tra-3 protein os=caenorhabditis remanei gn=cre-tra-3 pe=4 sv=1	155	20	2.9E-79	90.1%										
comp44775_c0_seq1|m.64576	tr:u6nrj7_haecou6nrj7 protein os=haemonchus contortus gn=hcoi_00587300 pe=4 sv=1	167	14	3.6E-53	72.29%										
comp4477_c0_seq1|m.4041	---NA---	117	0	-	-										
comp4478_c0_seq2|m.4042	tr:c7bvu5_angcac7bvu5 iq calmodulin-binding motif domain protein os=angiostrongylus cantonensis pe=2 sv=1	118	20	1.5E-59	60.15%										
comp4481_c0_seq2|m.4049	tr:u6nm10_haecou6nm10 gdp-fucose protein o-fucosyltransferase domain containing protein os=haemonchus contortus gn=hcoi_00311700 pe=4 sv=1	200	20	3.3E-77	71.3%										
comp4481_c0_seq2|m.4048	tr:u6nm10_haecou6nm10 gdp-fucose protein o-fucosyltransferase domain containing protein os=haemonchus contortus gn=hcoi_00311700 pe=4 sv=1	210	20	5.3E-68	66.6%										
comp44821_c0_seq1|m.64578	tr:u6npg5_haecou6npg5 peptidase s8 s53 and proprotein convertase domain containing protein os=haemonchus contortus gn=hcoi_00512700 pe=4 sv=1	104	4	5.6E-26	75.75%										
comp4482_c0_seq1|m.4050	tr:w6net4_haecow6net4 c2 calcium-dependent membrane targeting domain containing protein os=haemonchus contortus gn=hcoi_01610000 pe=4 sv=1	547	20	0.0E0	69.65%										
comp4482_c0_seq2|m.4051	tr:w6net4_haecow6net4 c2 calcium-dependent membrane targeting domain containing protein os=haemonchus contortus gn=hcoi_01610000 pe=4 sv=1	528	20	0.0E0	67.6%										
comp44833_c0_seq1|m.64579	---NA---	106	0	-	-										
comp44836_c0_seq1|m.64580	tr:u6p591_haecou6p591 transcription initiation protein spt3 os=haemonchus contortus gn=hcoi_00874800 pe=4 sv=1	103	7	3.7E-56	76.71%										
comp44860_c0_seq1|m.64582	tr:w6nak9_haecow6nak9 serine threonine protein kinase-related domain containing protein os=haemonchus contortus gn=hcoi_01045400 pe=4 sv=1	110	16	7.3E-41	77.19%										
comp4486_c0_seq2|m.4057	tr:u6nt95_haecou6nt95 domain containing protein os=haemonchus contortus gn=hcoi_00443100 pe=4 sv=1	1539	20	0.0E0	69%										
comp4490_c0_seq1|m.4058	tr:u6p3u3_haecou6p3u3 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_2823 os=haemonchus contortus gn=hcoi_00981700 pe=4 sv=1	164	6	7.6E-28	77.67%										
comp4490_c0_seq2|m.4059	tr:u6p3u3_haecou6p3u3 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_2823 os=haemonchus contortus gn=hcoi_00981700 pe=4 sv=1	157	4	1.5E-26	86%										
comp4491_c0_seq2|m.4060	tr:u6njg5_haecou6njg5 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1195 os=haemonchus contortus gn=hcoi_00196200 pe=4 sv=1	342	10	3.3E-66	63.4%										
comp4493_c0_seq1|m.4062	tr:u6nwr0_haecou6nwr0 protein os=haemonchus contortus gn=hcoi_00642900 pe=4 sv=1	122	20	8.2E-44	75.45%										
comp44945_c0_seq1|m.64583	tr:a8xgt3_caebra8xgt3 protein cbg12976 os=caenorhabditis briggsae gn=cbg12976 pe=4 sv=1	122	19	7.3E-40	66.63%										
comp4494_c0_seq1|m.4063	tr:u6pxn4_haecou6pxn4 las1 domain containing protein os=haemonchus contortus gn=hcoi_00333600 pe=4 sv=1	243	20	4.8E-48	68.75%										
comp4495_c0_seq1|m.4064	tr:u6pxr8_haecou6pxr8 cre-dsc-4 protein os=haemonchus contortus gn=hcoi_01999700 pe=4 sv=1	887	20	0.0E0	66%										
comp4495_c0_seq2|m.4066	tr:u6pxr8_haecou6pxr8 cre-dsc-4 protein os=haemonchus contortus gn=hcoi_01999700 pe=4 sv=1	737	20	0.0E0	68%										
comp4496_c0_seq1|m.4067	tr:w6ncx9_haecow6ncx9 7tm gpcr domain containing protein os=haemonchus contortus gn=hcoi_01142100 pe=3 sv=1	445	20	0.0E0	83.5%										
comp44977_c0_seq1|m.64584	tr:a0a0b1twm3_oesdea0a0b1twm3 immunoglobulin domain protein os=oesophagostomum dentatum gn=oesden_00144 pe=4 sv=1	186	20	5.9E-68	58.9%										
comp44988_c0_seq1|m.64585	tr:u6pb01_haecou6pb01 innexin os=haemonchus contortus gn=inx pe=3 sv=1	117	20	6.6E-63	89.85%										
comp4499_c0_seq1|m.4071	tr:u6pjv4_haecou6pjv4 calponin actin-binding domain containing protein os=haemonchus contortus gn=hcoi_01587100 pe=4 sv=1	160	20	2.6E-66	78.75%										
comp4499_c0_seq2|m.4072	tr:u6pjv4_haecou6pjv4 calponin actin-binding domain containing protein os=haemonchus contortus gn=hcoi_01587100 pe=4 sv=1	167	20	6.6E-67	78.2%										
comp45000_c0_seq1|m.64586	tr:w2t1r2_necamw2t1r2 degenerin-like protein unc-105 os=necator americanus gn=necame_12102 pe=3 sv=1	106	20	2.4E-46	81.8%										
comp45011_c0_seq1|m.64588	---NA---	122	0	-	-										
comp45015_c0_seq1|m.64589	tr:u6pcp1_haecou6pcp1 intra-flagellar transport protein 57 domain containing protein os=haemonchus contortus gn=hcoi_01582600 pe=4 sv=1	147	20	2.9E-51	74.1%										
comp4501_c0_seq1|m.4075	tr:u6nju0_haecou6nju0 myosin head and iq calmodulin-binding region and unconventional myosin plant kinesin protein non-motor protein conserved region 4 and variant sh3 and ferm central domain containing protein os=haemonchus contortus gn=hcoi_00101600 pe=4 sv=1	529	20	0.0E0	68.4%										
