SeqName: ORFS:ptns	Description hits againt uniruniref100	Length	#Hits	e-Value	sim mean										
comp8745_c0_seq1|m.8234	uniref100_a0a0d6 m125tim44-like domain protein n=2 tax=ancylostoma ceylanicum =a0a0d6m125_9bila	390	20	5.9E-175	79.05%										
comp8745_c0_seq2|m.8235	uniref100_a0a0c2 gjj1tim44-like domain protein n=1 tax=ancylostoma duodenale =a0a0c2gjj1_9bila	209	19	1.7E-80	75.11%										
comp8746_c0_seq1|m.8236	cation channel family protein n=1 tax=ancylostoma ceylanicum =a0a0d6lvg4_9bila	126	14	2.3E-28	67.29%										
comp8747_c0_seq1|m.8237	uniref100_u6phh3 thioredoxin and transglutaminase domain containing protein n=1 tax=haemonchus contortus =u6phh3_haeco	257	20	1.7E-111	72.2%										
comp8747_c0_seq2|m.8238	uniref100_a0a016 t3x8thioredoxin n=2 tax=ancylostoma ceylanicum =a0a016t3x8_9bila	599	20	0.0E0	70%										
comp8748_c0_seq2|m.8241	---NA---	211	0	-	-										
comp8749_c0_seq1|m.8244	uniref100_w2t5z5 eukaryotic translation initiation factor 3 subunit i n=1 tax=necator americanus =w2t5z5_necam	333	20	0.0E0	83%										
comp8750_c0_seq1|m.8246	uniref100_u6nne0 zinc finger and ras domain containing protein n=1 tax=haemonchus contortus =u6nne0_haeco	563	20	7.3E-174	59.15%										
comp8752_c0_seq1|m.8251	uniref100_u6nzi0 non-specific serine threonine protein kinase n=2 tax=trichostrongyloidea =u6nzi0_haeco	603	20	0.0E0	82.2%										
comp8752_c0_seq2|m.8252	uniref100_u6nzi0 non-specific serine threonine protein kinase n=2 tax=trichostrongyloidea =u6nzi0_haeco	567	20	0.0E0	85.6%										
comp8753_c0_seq1|m.8253	uniref100_a0a0d8 y2x6glutathione s-transferase protein n=1 tax=dictyocaulus viviparus =a0a0d8y2x6_dicvi	99	20	3.1E-27	67.7%										
comp8753_c0_seq2|m.8254	uniref100_a0a0d8 y2x6glutathione s-transferase protein n=1 tax=dictyocaulus viviparus =a0a0d8y2x6_dicvi	210	20	9.7E-95	65.8%										
comp8755_c0_seq1|m.8257	UniRuniref100_A0A016 SGN6Uncharacterized protein n=3 Tax=Ancylostoma ceylanicum RepID=A0A016SGN6_9BILA	273	3	2.0E-15	60%										
comp8756_c0_seq1|m.8259	uniref100_u6p1y4 glycosyl transferase and ricin b lectin domain containing protein n=1 tax=haemonchus contortus =u6p1y4_haeco	455	20	0.0E0	81.8%										
comp8757_c0_seq1|m.8262	briggsae cbr-rbg-2 protein n=1 tax=haemonchus contortus =w6nva2_haeco	410	20	3.0E-166	64.6%										
comp8757_c0_seq3|m.8266	uniref100_w6ngy5 cre-rbg-2 protein n=1 tax=haemonchus contortus =w6ngy5_haeco	812	20	0.0E0	64.6%										
comp8758_c0_seq2|m.8269	uniref100_u6p645 tyrosine protein kinase domain containing protein n=1 tax=haemonchus contortus =u6p645_haeco	438	20	0.0E0	56.5%										
comp8759_c0_seq1|m.8270	uniref100_a8wwg7 protein cbg04227 n=1 tax=caenorhabditis briggsae =a8wwg7_caebr	341	20	1.7E-111	65%										
comp8764_c0_seq1|m.8280	uniref100_u6py29 protein isoform b n=1 tax=haemonchus contortus =u6py29_haeco	348	20	0.0E0	81.9%										
comp8767_c0_seq1|m.8282	uniref100_a0a0d8 xjy3kinase domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xjy3_dicvi	135	20	3.3E-60	78.15%										
comp8767_c0_seq2|m.8283	uniref100_a0a0d8 xjy3kinase domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xjy3_dicvi	324	20	2.6E-131	67.7%										
comp8768_c0_seq1|m.8285	uniref100_u6pqb8 golgi phosphoprotein 3 domain containing protein n=1 tax=haemonchus contortus =u6pqb8_haeco	304	20	1.7E-153	90.25%										
comp8769_c0_seq2|m.8288	uniref100_a0a0b1 tbb4amop domain protein n=1 tax=oesophagostomum dentatum =a0a0b1tbb4_oesde	333	20	2.8E-133	73.65%										
comp8772_c0_seq1|m.8290	uniref100_u6pui5 atpase domain containing protein n=1 tax=haemonchus contortus =u6pui5_haeco	219	20	4.3E-101	88.6%										
comp8773_c0_seq1|m.8291	uniref100_a0a0d8 xni9px domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xni9_dicvi	554	20	0.0E0	83.05%										
comp8776_c0_seq2|m.8296	uniref100_w2tj23 bzip transcription factor n=1 tax=necator americanus =w2tj23_necam	536	20	0.0E0	68.7%										
comp8778_c0_seq2|m.8301	uniref100_u6nsb1 rna recognition motif domain containing protein n=1 tax=haemonchus contortus =u6nsb1_haeco	250	20	4.7E-125	78.1%										
comp8780_c0_seq1|m.8305	uniref100_u6nhu1 wd40 repeat and hira b motif and tup1 enhancer of split domain containing protein n=1 tax=haemonchus contortus =u6nhu1_haeco	886	20	0.0E0	72.1%										
comp8783_c0_seq1|m.8311	uniref100_u6pjn3 protein n=1 tax=haemonchus contortus =u6pjn3_haeco	235	18	1.6E-85	65.06%										
comp8783_c0_seq1|m.8310	uniref100_u6pdt6 protein pqn-96 n=1 tax=haemonchus contortus =u6pdt6_haeco	235	9	1.1E-23	64.56%										
comp8783_c0_seq2|m.8312	uniref100_u6pdt6 protein pqn-96 n=1 tax=haemonchus contortus =u6pdt6_haeco	243	9	1.1E-23	64.89%										
comp8784_c0_seq1|m.8313	uniref100_u6pnt3 protein n=1 tax=haemonchus contortus =u6pnt3_haeco	574	16	1.5E-146	61.38%										
comp8785_c0_seq1|m.8319	---NA---	102	0	-	-										
comp8785_c0_seq2|m.8320	n=1 tax=caenorhabditis elegans =q9xwh4_caeel	178	10	1.2E-53	66.7%										
comp8788_c0_seq1|m.8328	uniref100_u6nrc3 dna helicase and ef hand domain containing protein n=1 tax=haemonchus contortus =u6nrc3_haeco	235	20	4.0E-77	55.8%										
comp8789_c0_seq3|m.8331	uniref100_u6pzj7 sterile alpha motif sam domain containing protein n=1 tax=haemonchus contortus =u6pzj7_haeco	228	7	3.6E-88	87.71%										
comp8790_c0_seq3|m.8333	uniref100_u6p4c8 protein isoform a n=1 tax=haemonchus contortus =u6p4c8_haeco	339	18	2.0E-90	57.94%										
comp8790_c0_seq4|m.8334	uniref100_u6p4c8 protein isoform a n=1 tax=haemonchus contortus =u6p4c8_haeco	802	17	0.0E0	60.82%										
comp8792_c0_seq1|m.8337	uniref100_u6pxm1 cyclin f-box domain containing protein n=1 tax=haemonchus contortus =u6pxm1_haeco	986	20	0.0E0	86.1%										
comp8794_c0_seq1|m.8340	uniref100_a0a0b1 tul8sad1 unc-like protein n=1 tax=oesophagostomum dentatum =a0a0b1tul8_oesde	172	5	8.4E-12	56%										
comp8797_c0_seq2|m.8352	uniref100_a0a0c2 h6w0hsp20 alpha crystallin family protein n=1 tax=ancylostoma duodenale =a0a0c2h6w0_9bila	185	20	1.6E-85	87.85%										
comp8797_c0_seq3|m.8355	uniref100_a0a0c2 h6w0hsp20 alpha crystallin family protein n=1 tax=ancylostoma duodenale =a0a0c2h6w0_9bila	223	20	2.6E-98	84.3%										
comp8799_c0_seq1|m.8359	uniref100_a0a0b1 tka2histidine acid phosphatase n=1 tax=oesophagostomum dentatum =a0a0b1tka2_oesde	502	20	8.5E-179	64.65%										
comp8799_c0_seq1|m.8360	---NA---	109	0	-	-										
comp8799_c0_seq2|m.8361	uniref100_u6p250 peptidase c54 domain containing protein n=1 tax=haemonchus contortus =u6p250_haeco	453	20	1.9E-150	62.85%										
comp8799_c0_seq3|m.8363	uniref100_a0a0b1 tka2histidine acid phosphatase n=1 tax=oesophagostomum dentatum =a0a0b1tka2_oesde	412	20	1.1E-137	66.6%										
comp87_c0_seq1|m.2	uniref100_u6p411 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_2335 n=1 tax=haemonchus contortus =u6p411_haeco	108	10	3.0E-13	62.8%										
comp87_c0_seq2|m.3	uniref100_u6pvs5 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_899 n=1 tax=haemonchus contortus =u6pvs5_haeco	151	8	7.5E-14	59.25%										
comp8800_c0_seq1|m.8365	uniref100_u6p128 iron sulphur-containing domain containing protein n=1 tax=haemonchus contortus =u6p128_haeco	193	20	1.5E-70	83.1%										
comp8800_c0_seq2|m.8366	uniref100_u6p128 iron sulphur-containing domain containing protein n=1 tax=haemonchus contortus =u6p128_haeco	209	20	9.4E-79	82.45%										
comp8802_c0_seq1|m.8369	uniref100_u6p9l6 pleckstrin homology domain containing protein n=1 tax=haemonchus contortus =u6p9l6_haeco	399	20	3.1E-104	70.9%										
comp8803_c0_seq3|m.8375	uniref100_a0a0d8 xmc0protein translocase sec61 complex gamma and eukaryotic n=1 tax=dictyocaulus viviparus =a0a0d8xmc0_dicvi	185	20	6.5E-74	70.1%										
comp8804_c0_seq2|m.8377	n=1 tax=caenorhabditis elegans =p90847_caeel	208	20	1.9E-57	57.5%										
comp8806_c0_seq1|m.8379	uniref100_u6p2g0 learning associated protein 18 domain containing protein n=1 tax=haemonchus contortus =u6p2g0_haeco	123	16	1.6E-29	67.25%										
comp8808_c0_seq1|m.8381	uniref100_a0a016 sgu0splicing cc1-like family n=1 tax=ancylostoma ceylanicum =a0a016sgu0_9bila	591	20	0.0E0	83.35%										
comp8808_c0_seq2|m.8385	uniref100_a0a016 sgu0splicing cc1-like family n=1 tax=ancylostoma ceylanicum =a0a016sgu0_9bila	600	20	0.0E0	83.25%										
comp8809_c0_seq4|m.8389	uniref100_a0a0c2 g027sulfhydryl oxidase n=1 tax=ancylostoma duodenale =a0a0c2g027_9bila	193	20	3.0E-63	73.4%										
comp8810_c0_seq1|m.8390	uniref100_a8xjr8 protein cbg14323 n=1 tax=caenorhabditis briggsae =a8xjr8_caebr	100	8	6.4E-28	62.88%										
comp8811_c0_seq1|m.8391	uniref100_u6p767 protein isoform a n=1 tax=haemonchus contortus =u6p767_haeco	773	20	0.0E0	57.65%										
comp8812_c0_seq1|m.8392	uniref100_a0a0d8 xv07 -l ptb hephaestus splicing factor family protein n=1 tax=dictyocaulus viviparus =a0a0d8xv07_dicvi	458	20	0.0E0	69.1%										
comp8812_c0_seq4|m.8398	uniref100_a0a0d8 xv07 -l ptb hephaestus splicing factor family protein n=1 tax=dictyocaulus viviparus =a0a0d8xv07_dicvi	446	20	0.0E0	69.15%										
comp8813_c0_seq1|m.8400	uniref100_u6nvy3 bromodomain domain containing protein n=2 tax=haemonchus contortus =u6nvy3_haeco	389	20	9.2E-157	63.9%										
comp8813_c0_seq1|m.8401	uniref100_a0a0d6 ley3bromodomain protein n=2 tax=ancylostomatidae =a0a0d6ley3_9bila	101	11	4.9E-34	66.64%										
comp8813_c0_seq3|m.8403	uniref100_u6nvy3 bromodomain domain containing protein n=2 tax=haemonchus contortus =u6nvy3_haeco	651	20	0.0E0	71.35%										
comp8814_c0_seq2|m.8404	uniref100_u6pxn3 transthyretin domain containing protein n=1 tax=haemonchus contortus =u6pxn3_haeco	149	20	2.0E-69	79.45%										
comp8815_c0_seq1|m.8405	uniref100_a0a0d6 mbp5long-chain-acyl- synthetase family protein n=1 tax=ancylostoma ceylanicum =a0a0d6mbp5_9bila	657	20	0.0E0	77.85%										
comp8817_c0_seq1|m.8410	isoform a n=2 tax=caenorhabditis elegans =q18170_caeel	175	20	1.7E-40	71.55%										
comp8817_c0_seq1|m.8411	uniref100_w6ni20 ubiquitin system component cue domain containing protein n=1 tax=haemonchus contortus =w6ni20_haeco	111	19	4.7E-23	75.58%										
comp8819_c0_seq1|m.8412	isoform a n=1 tax=caenorhabditis elegans =q93762_caeel	584	20	1.3E-178	61.25%										
comp8820_c0_seq2|m.8415	uniref100_a0a0d6 m9t7zinc c2h2 type n=1 tax=ancylostoma ceylanicum =a0a0d6m9t7_9bila	185	20	3.3E-56	74.05%										
comp8822_c0_seq2|m.8418	uniref100_u6nki9 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_125 n=1 tax=haemonchus contortus =u6nki9_haeco	136	3	3.5E-36	76%										
comp8823_c0_seq1|m.8420	UniRuniref100_A0A0D8 XI42Uncharacterized protein n=1 Tax=Dictyocaulus viviparus RepID=A0A0D8XI42_DICVI	242	1	9.6E-35	50%										
comp8823_c0_seq2|m.8421	UniRuniref100_A0A0D8 XI42Uncharacterized protein n=1 Tax=Dictyocaulus viviparus RepID=A0A0D8XI42_DICVI	158	1	7.4E-15	46%										
comp8826_c0_seq1|m.8423	uniref100_a0a0c2 d7q5sec23 sec24 trunk domain protein n=1 tax=ancylostoma duodenale =a0a0c2d7q5_9bila	1094	20	0.0E0	82.15%										
comp8826_c0_seq2|m.8424	uniref100_a0a0c2 d7q5sec23 sec24 trunk domain protein n=1 tax=ancylostoma duodenale =a0a0c2d7q5_9bila	1062	20	0.0E0	82.5%										
comp8827_c0_seq2|m.8425	uniref100_a0a016 sq38non-specific serine threonine protein kinase n=1 tax=ancylostoma ceylanicum =a0a016sq38_9bila	851	20	0.0E0	80%										
comp8827_c0_seq3|m.8426	uniref100_a0a016 sq38non-specific serine threonine protein kinase n=1 tax=ancylostoma ceylanicum =a0a016sq38_9bila	1025	20	0.0E0	78.75%										
comp8828_c0_seq1|m.8427	---NA---	132	0	-	-										
comp8828_c0_seq2|m.8428	---NA---	105	0	-	-										
comp8829_c0_seq1|m.8429	uniref100_u6p9c7 e3 binding and 2-oxoacid dehydrogenase acyltransferase domain containing protein n=1 tax=haemonchus contortus =u6p9c7_haeco	176	20	6.9E-73	71.85%										
comp8830_c0_seq1|m.8430	uniref100_u6nr90 yeats domain containing protein n=1 tax=haemonchus contortus =u6nr90_haeco	347	20	1.0E-130	63.7%										
comp8831_c0_seq1|m.8431	uniref100_a0a0d8 xwt8kinase domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xwt8_dicvi	309	20	1.4E-141	68.65%										
comp8831_c0_seq2|m.8432	uniref100_a0a0d8 xwt8kinase domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xwt8_dicvi	358	20	2.6E-173	69.45%										
comp8832_c0_seq2|m.8434	uniref100_u6plm0 trna (guanine-n1-)-methyltransferase domain containing protein n=1 tax=haemonchus contortus =u6plm0_haeco	163	20	3.1E-46	65.2%										
comp8836_c0_seq2|m.8444	uniref100_u6q0v2 cbn-wrm-1 protein n=1 tax=haemonchus contortus =u6q0v2_haeco	233	6	1.0E-112	77.33%										
comp8837_c0_seq1|m.8445	uniref100_u6pd34 phosphatidylethanolamine-binding protein pebp domain containing protein n=1 tax=haemonchus contortus =u6pd34_haeco	217	20	3.9E-99	82.55%										
comp8838_c0_seq1|m.8446	uniref100_u6nyz4 tafii28 protein domain containing protein n=1 tax=haemonchus contortus =u6nyz4_haeco	310	20	6.0E-109	70.9%										
comp8838_c0_seq2|m.8448	uniref100_a0a0d8 xpf4ras family protein n=1 tax=dictyocaulus viviparus =a0a0d8xpf4_dicvi	239	19	3.0E-59	63.42%										
comp8839_c0_seq1|m.8450	uniref100_w2ttp6 elongation of very long chain fatty acids protein n=1 tax=necator americanus =w2ttp6_necam	118	20	1.6E-42	72.3%										
comp8839_c0_seq2|m.8451	uniref100_a0a016 wvb9elongation of very long chain fatty acids protein n=1 tax=ancylostoma ceylanicum =a0a016wvb9_9bila	291	20	1.0E-122	63.55%										
comp8839_c0_seq3|m.8452	uniref100_u6ntp2 elongation of very long chain fatty acids protein n=1 tax=haemonchus contortus =u6ntp2_haeco	221	20	2.8E-93	65.6%										
comp8839_c0_seq4|m.8453	uniref100_a0a016 wvr4elongation of very long chain fatty acids protein n=1 tax=ancylostoma ceylanicum =a0a016wvr4_9bila	188	20	3.3E-83	64.15%										
comp8840_c0_seq1|m.8454	uniref100_u6nsz8 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_147 n=2 tax=haemonchus contortus =u6nsz8_haeco	147	20	1.2E-37	70.15%										
comp8841_c0_seq1|m.8455	uniref100_u6nz32 aminoacyl-trna synthetase and valyl leucyl isoleucyl-trna synthetase domain containing protein n=2 tax=haemonchus contortus =u6nz32_haeco	970	20	0.0E0	71.25%										
comp8842_c0_seq1|m.8459	uniref100_a0a0d8 xsk8phosphate transporter family protein n=1 tax=dictyocaulus viviparus =a0a0d8xsk8_dicvi	135	20	2.5E-41	77.3%										
comp8843_c0_seq1|m.8462	uniref100_u6nte0 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_135 n=1 tax=haemonchus contortus =u6nte0_haeco	235	20	5.0E-103	75.8%										
comp8845_c0_seq1|m.8465	uniref100_a0a016 tft7non-specific serine threonine protein kinase n=2 tax=ancylostoma ceylanicum =a0a016tft7_9bila	603	20	0.0E0	83.25%										
comp8845_c0_seq2|m.8466	uniref100_a0a016 tft7non-specific serine threonine protein kinase n=2 tax=ancylostoma ceylanicum =a0a016tft7_9bila	1728	20	0.0E0	72.5%										
comp8846_c0_seq1|m.8467	uniref100_u6nmh2 peptidase m49 domain containing protein n=1 tax=haemonchus contortus =u6nmh2_haeco	248	20	6.0E-69	73.25%										
comp8846_c0_seq2|m.8468	uniref100_w2slt7 peptidase family m49 n=1 tax=necator americanus =w2slt7_necam	799	20	0.0E0	78.6%										
comp8847_c0_seq1|m.8471	---NA---	110	0	-	-										
comp8847_c0_seq1|m.8470	uniref100_a0a0d6 lwv4cap-gly domain protein n=1 tax=ancylostoma ceylanicum =a0a0d6lwv4_9bila	780	20	0.0E0	70.75%										
comp8847_c0_seq2|m.8472	uniref100_a0a0d6 lwv4cap-gly domain protein n=1 tax=ancylostoma ceylanicum =a0a0d6lwv4_9bila	729	20	0.0E0	70.75%										
comp8849_c0_seq1|m.8479	uniref100_u6p8n1 protein com-1 n=1 tax=haemonchus contortus =u6p8n1_haeco	313	20	3.0E-55	61.5%										
comp8851_c0_seq1|m.8481	uniref100_u6pbl0 phospholipid-transporting atpase n=1 tax=haemonchus contortus =u6pbl0_haeco	1100	20	0.0E0	92.2%										
comp8853_c0_seq1|m.8484	uniref100_a0a0d8 xej8zinc knuckle n=1 tax=dictyocaulus viviparus =a0a0d8xej8_dicvi	244	20	4.4E-131	83.05%										
comp8853_c0_seq2|m.8487	uniref100_a0a0d8 xej8zinc knuckle n=1 tax=dictyocaulus viviparus =a0a0d8xej8_dicvi	630	20	0.0E0	77.7%										
comp8853_c0_seq2|m.8491	---NA---	117	0	-	-										
comp8854_c0_seq1|m.8493	uniref100_u6pqb5 methyltransferase type 11 domain containing protein n=1 tax=haemonchus contortus =u6pqb5_haeco	245	20	5.9E-73	67.1%										
comp8854_c0_seq2|m.8494	uniref100_u6pqb5 methyltransferase type 11 domain containing protein n=1 tax=haemonchus contortus =u6pqb5_haeco	291	20	8.7E-66	58%										
comp8854_c0_seq3|m.8495	uniref100_a8wqz6 protein cbg01728 n=1 tax=caenorhabditis briggsae =a8wqz6_caebr	130	20	3.1E-20	73.2%										
comp8859_c0_seq2|m.8504	uniref100_u6pfs9 glycoside hydrolase domain containing protein n=1 tax=haemonchus contortus =u6pfs9_haeco	106	6	2.6E-33	83.33%										
comp8859_c0_seq2|m.8505	---NA---	102	0	-	-										
comp8861_c0_seq2|m.8510	uniref100_a0a0c2 fnu0 translation initiation factor eif-1a n=1 tax=ancylostoma duodenale =a0a0c2fnu0_9bila	200	20	3.7E-65	83.9%										
comp8863_c0_seq1|m.8515	uniref100_w2tqe0 inositol-pentakisphosphate 2-kinase n=1 tax=necator americanus =w2tqe0_necam	126	18	6.0E-41	70.28%										
comp8864_c0_seq2|m.8524	uniref100_w2tgq3  carnitine acylcarnitine carrier protein cacl n=1 tax=necator americanus =w2tgq3_necam	112	20	3.8E-46	80.85%										
comp8865_c0_seq1|m.8525	box a domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y669_dicvi	712	20	0.0E0	66.7%										
comp8867_c0_seq2|m.8529	---NA---	130	0	-	-										
comp8868_c0_seq1|m.8530	uniref100_u6pwc7 heat domain containing protein n=1 tax=haemonchus contortus =u6pwc7_haeco	216	20	6.1E-71	64.15%										
comp8869_c0_seq1|m.8533	uniref100_w2tlc6  sepiapterin reductase n=1 tax=necator americanus =w2tlc6_necam	102	20	2.5E-34	74.2%										
comp8869_c0_seq3|m.8535	uniref100_w2tlc6  sepiapterin reductase n=1 tax=necator americanus =w2tlc6_necam	280	20	1.2E-124	75.1%										
comp8870_c0_seq1|m.8536	UniRuniref100_A0A016 VBG4Uncharacterized protein n=1 Tax=Ancylostoma ceylanicum RepID=A0A016VBG4_9BILA	192	2	1.2E-9	47%										
comp8872_c0_seq1|m.8543	uniref100_a0a0d6 m139rnb-like protein n=2 tax=ancylostoma =a0a0d6m139_9bila	131	20	4.2E-42	93.45%										
comp8872_c0_seq1|m.8541	---NA---	193	0	-	-										
comp8872_c0_seq2|m.8545	uniref100_a0a0d6 m139rnb-like protein n=2 tax=ancylostoma =a0a0d6m139_9bila	144	20	3.0E-42	90.4%										
comp8873_c0_seq1|m.8546	uniref100_u6piz6 sh2 motif and socs protein domain containing protein n=1 tax=haemonchus contortus =u6piz6_haeco	308	20	1.7E-109	78.4%										
comp8874_c0_seq1|m.8547	uniref100_u6nqy4 malate l-lactate dehydrogenase domain containing protein n=1 tax=haemonchus contortus =u6nqy4_haeco	405	20	3.0E-163	77.15%										
comp8874_c0_seq2|m.8548	uniref100_u6nqy4 malate l-lactate dehydrogenase domain containing protein n=1 tax=haemonchus contortus =u6nqy4_haeco	246	20	6.0E-88	82.65%										
comp8876_c0_seq1|m.8549	uniref100_u6pzd1 aminotransferase class-iii domain containing protein n=1 tax=haemonchus contortus =u6pzd1_haeco	430	20	0.0E0	85.3%										
comp8879_c0_seq1|m.8553	UniRuniref100_A0A016 SYI1Uncharacterized protein n=3 Tax=Ancylostoma ceylanicum RepID=A0A016SYI1_9BILA	158	2	1.6E-34	65%										
comp8879_c0_seq2|m.8554	UniRuniref100_A0A016 SYI1Uncharacterized protein n=3 Tax=Ancylostoma ceylanicum RepID=A0A016SYI1_9BILA	172	2	2.4E-35	66.5%										
comp8880_c0_seq2|m.8555	uniref100_u6p947 protein n=1 tax=haemonchus contortus =u6p947_haeco	179	18	2.6E-36	71.39%										
comp8882_c0_seq1|m.8558	uniref100_a0a0d8 y550pyridoxal kinase n=1 tax=dictyocaulus viviparus =a0a0d8y550_dicvi	308	20	1.1E-138	76%										
comp8882_c0_seq2|m.8559	uniref100_a0a0d8 y550pyridoxal kinase n=1 tax=dictyocaulus viviparus =a0a0d8y550_dicvi	318	20	2.4E-146	76.7%										
comp8886_c0_seq1|m.8563	uniref100_a0a016 sll1fructose- -bisphosphatase n=1 tax=ancylostoma ceylanicum =a0a016sll1_9bila	303	20	1.9E-148	77.25%										
comp8886_c0_seq2|m.8564	uniref100_a0a016 sll1fructose- -bisphosphatase n=1 tax=ancylostoma ceylanicum =a0a016sll1_9bila	340	20	7.7E-174	87.45%										
comp8887_c0_seq1|m.8565	uniref100_a0a016 wvr4elongation of very long chain fatty acids protein n=1 tax=ancylostoma ceylanicum =a0a016wvr4_9bila	158	20	6.3E-63	63.05%										
comp8887_c0_seq3|m.8566	uniref100_a0a016 wvb9elongation of very long chain fatty acids protein n=1 tax=ancylostoma ceylanicum =a0a016wvb9_9bila	291	20	2.9E-125	63.6%										
comp8888_c0_seq2|m.8568	uniref100_a0a0d8 xfi7phosphoglycerate mutase family protein n=1 tax=dictyocaulus viviparus =a0a0d8xfi7_dicvi	163	20	2.2E-72	72.55%										
comp8890_c0_seq1|m.8570	uniref100_u6pyp1 oxysterol binding protein n=1 tax=haemonchus contortus =u6pyp1_haeco	257	20	4.9E-109	75.15%										
comp8890_c0_seq2|m.8571	uniref100_u6pyp1 oxysterol binding protein n=1 tax=haemonchus contortus =u6pyp1_haeco	102	4	5.1E-16	70.75%										
comp8890_c0_seq3|m.8572	uniref100_w2sxj2 oxysterol-binding protein n=1 tax=necator americanus =w2sxj2_necam	507	20	0.0E0	80.75%										
comp8890_c0_seq4|m.8573	uniref100_w2sxj2 oxysterol-binding protein n=1 tax=necator americanus =w2sxj2_necam	662	20	0.0E0	76.65%										
comp8891_c0_seq1|m.8577	---NA---	100	0	-	-										
